Sno,Customer_ID,Product_ID,Return_Type,Amount,Difference_in_days,Rating
264,9236501,XDD-1014,0,349,0,4.6
265,9238736,HMTS-B9023,1,339,1,3.6
266,9239157,X1162KL01,0,349,1,4.6
267,9239714,XDD-7008,0,304,1,2.5
268,9237614,X11142114SM01,1,349,1,2.5
269,9238324,C007,1,829,1,4.1
270,9236187,XDD-7015,0,348,1,3.6
271,9239205,X3502WBS,1,299,1,3.4
272,9239442,X-2282,0,284,1,1.8
273,9236462,XDD-1003,0,349,1,3.8
274,9237305,XDD-7018,0,339,2,2.1
275,9238043,C001,0,328,1,3.9
276,9236168,C030,1,379,1,4.7
277,9239680,XDD-7092,0,365,0,2.2
278,9239089,XDD-7056,0,289,2,3.3
279,9239181,XDD-7014,0,289,0,2.9
280,9236109,X-3007,1,339,1,2.6
281,9236044,C018,0,334,0,4.4
282,9236802,XDD-1012,1,349,1,2.4
283,9236682,X-6014,0,339,1,1.9
284,9239345,C016,1,678,1,4.3
285,9237127,C004,0,289,2,3.2
286,9237620,C041,0,334,6,2.6
287,9239192,C034,0,274,0,2.3
288,9239509,HMTG-TT9009,0,334,1,3.5
289,9239271,XB-2231,0,339,1,4
290,9236316,XDD-7052,0,329,1,2
291,9236757,XB-2262,0,339,1,3.8
292,9237200,X0522BSG,1,325,0,2.1
293,9236906,X-7058,0,299,1,1.7
294,9237454,HMTS-S9020,0,365,1,3.6
295,9239449,X-2288,1,324,0,2.3
296,9238414,X-2265,0,349,1,3.7
297,9239741,HMTG-G9004,0,289,0,4.7
298,9238020,X3526WWB,1,339,1,2.1
299,9239220,C021,0,289,0,2.4
300,9236255,X-6011,1,289,1,3.5
301,9236869,X-2291,0,284,2,1.9
302,9239526,X1192,0,284,0,1.9
303,9238134,X0502SG,1,324,2,3.9
304,9237975,XDD-7072,0,0,0,4.7
305,9239990,X11142114SM01,0,284,1,2.5
306,9238107,X-6010,0,0,0,2.7
307,9238278,C004,0,334,1,3.2
308,9237285,X2212SM01,0,334,0,3.6
309,9236066,XDD-1007,1,284,1,2.3
310,9236199,X11162116SL01,0,339,0,3.1
311,9238283,X1170MS-Black,0,286,1,3.3
312,9239973,XXM2,0,348,1,2.4
313,9239321,X0525BSG,0,284,0,4.8
314,9239582,X-4001,0,284,3,2
315,9239017,XDD-7019,0,334,0,4.2
316,9238471,X0139_C,1,239,1,2.3
317,9239116,X2212SM01,0,284,1,3.6
318,9239925,X1191,0,328,1,2.9
319,9237106,X2254,0,348,1,2.2
320,9237080,X-2291,0,348,1,1.9
321,9239734,C034,0,339,0,2.3
322,9237374,X1186MS-Black,1,324,1,4.3
323,9239335,XDD-7011,1,339,1,3.3
324,9239154,X1182MS-Black,0,324,1,3.6
325,9238643,C024,0,339,2,2.4
326,9236100,X-1165SL01,0,286,1,1.7
327,9237547,X-9001,0,334,1,1.9
328,9238287,X-6055,1,339,0,2.5
329,9237892,X-2263,1,289,1,2.4
330,9238401,X-6006,0,314,1,1.5
331,9237019,C018,1,324,1,4.4
332,9239721,XDD-7066,1,334,1,2.9
333,9237051,X1115SM01,0,286,2,2.2
334,9237342,X11152116ML21,1,334,0,4
335,9238902,X2212SM01,1,286,1,3.6
336,9239406,XB-2262,1,284,1,3.8
337,9238890,X-6006,0,477,1,1.5
338,9236393,XDD-7009,0,284,1,2.8
339,9236355,XDD-7070,0,339,1,1.6
340,9239096,X-3007,1,248,2,2.6
341,9238762,XDD-7039,1,319,1,2.1
342,9238405,X-6024,1,0,0,4.6
343,9238327,X-6055,0,0,0,2.5
344,9239077,X3529WWB,1,334,0,4.5
345,9236292,X11162116SL01,1,0,0,3.1
346,9237171,XDD-7052,1,284,1,2
347,9238756,XDD-7061,1,328,1,1.9
348,9236468,X2228SM06,0,315,6,3.7
349,9237011,X1186MS-Black,0,239,1,4.3
350,9236964,C043,1,339,1,3.2
351,9239799,X-2266,0,325,1,2.8
352,9239440,X-1202,0,284,3,4.7
353,9239137,X-2294,0,308,1,1.7
354,9239429,X-2231,0,284,2,3.5
355,9236166,X-7003,0,339,1,3.7
356,9238703,XDD-7009,0,339,1,2.8
357,9236968,OX2004SL01,1,371,0,4.7
358,9236635,HM-GG9501,0,239,1,4.3
359,9237742,X0139_C,0,339,2,2.3
360,9238660,X-B6007,1,338,1,3.1
361,9237522,HMTG-G9011,1,248,1,2.5
362,9237963,X1115MS-White,0,348,3,2.8
363,9236032,X-7053,0,328,1,3.2
364,9236074,XDD-7078,0,334,3,4.6
365,9239467,XDD-8006,1,348,0,4
366,9237845,XDD-7097,1,348,2,2
367,9236703,XDD-7001,0,286,0,2.5
368,9237246,XDD-7033,0,334,1,3
369,9237044,X-1135,1,284,0,2.3
370,9238306,XDD-7065,0,311,2,4.5
371,9239481,XDD-7009,0,339,2,2.8
372,9239336,X3532WWB,1,286,2,1.7
373,9236864,XDD-7036,1,239,1,2.6
374,9239728,X1152MS-Black,1,289,1,1.5
375,9239343,C013,0,239,0,2.5
376,9237418,XDD-8005,0,1002,1,2.7
377,9239757,X3502WBS,0,339,1,3.4
378,9236974,C035,1,348,0,1.9
379,9237478,X-3001,0,628,1,4.3
380,9239550,C031,0,334,0,3.1
381,9238146,C037,0,334,1,2.6
382,9237012,X2241SL02,0,334,0,4.8
383,9236047,X-9001,0,839,0,1.9
384,9237037,XDD-7035,0,0,0,3.7
385,9238599,XDD-7092,0,339,0,2.2
386,9236707,X-2270,0,0,0,3.5
387,9238105,X-2291,0,314,0,1.9
388,9236538,C016,0,339,1,4.3
389,9236240,X1173MS-Black,0,365,1,1.7
390,9238766,XDD-7045,1,324,1,1.8
391,9237985,X-1200,1,0,0,3.1
392,9236003,HMTS-B9022,0,286,2,2.9
393,9236798,C041,0,245,1,2.6
394,9237603,HMTS-B9024,1,348,2,2.8
395,9239671,X11152116ML21,0,339,1,4
396,9236717,X1143NL01,0,324,1,3.4
397,9237038,XDD-1020,0,284,8,3.8
398,9239156,XB-2231,0,314,0,4
399,9236563,C030,0,526,1,4.7
400,9236922,X11442441L12,0,299,1,4.3
401,9237215,C008,0,365,1,4.1
402,9236180,XDD-7043,1,730,1,1.8
403,9236113,X6007,1,295,1,1.9
404,9237769,C003,1,329,1,4.7
405,9237828,X-1135,0,289,1,2.3
406,9238648,X6007,0,324,1,1.9
407,9237121,X165-2116-158SL01,0,349,2,1.7
408,9237224,X1162KL01,0,349,1,4.6
409,9239132,X-6016,0,849,1,1.5
410,9239855,C026,1,365,1,3.6
411,9236764,XDD-7045,1,339,2,1.8
412,9237882,XDD-7068,1,339,1,2.2
413,9238574,XDD-7069,0,329,1,2.2
414,9239740,X-3001,0,349,2,4.3
415,9236429,X-2262,0,345,2,2.2
416,9236898,C001,1,548,0,3.9
417,9236897,X1176MS-Black,1,345,0,2.6
418,9236981,X-6007,0,365,1,4.8
419,9239816,C019,1,265,6,3.7
420,9236082,XDD-7034,1,345,1,4.7
421,9238219,X-2264,1,284,7,4.1
422,9236810,XDD-7068,0,289,1,2.2
423,9236969,XDD-7012,1,849,32,2.9
424,9239249,X11442441L12,0,289,1,4.3
425,9236048,XDD-7062,0,284,3,4.5
426,9239367,X-2266,0,339,0,2.8
427,9236778,X-7060,1,340,5,3.1
428,9239440,XDD-7078,0,284,3,4.6
429,9238638,X-1116SL01,0,328,2,2.7
430,9237208,X-1201,0,328,1,4.4
431,9237924,OXDD1526,0,334,4,1.7
432,9237522,X-6054,0,334,1,4.7
433,9237938,X11442441L12,0,315,3,4.3
434,9237562,X1152KL01,0,325,0,4.5
435,9238223,X-6013,1,0,0,2.6
436,9236536,HM-GG9012,0,334,3,3.1
437,9239221,X6001,0,324,3,2.9
438,9236538,C023,0,318,2,2.6
439,9237219,X-6001,1,284,1,3.8
440,9239884,XDD-7076,1,348,1,2
441,9239172,X-6016,1,284,1,1.5
442,9236833,C007,1,269,1,4.1
443,9238703,X-2262,1,295,0,2.2
444,9237566,X0139_C,0,348,2,2.3
445,9236049,X-2262,0,288,0,2.2
446,9239743,XDD-7044,1,0,0,2.8
447,9239823,XDD-7061,0,339,1,1.9
448,9236382,X-2270,0,299,1,3.5
449,9236149,XDD-7031,1,269,1,4.2
450,9239306,XDD-7064,0,329,1,2.9
451,9237986,HM-GS9005,0,289,1,4.7
452,9237973,C040,0,345,2,4.5
453,9237949,HM-GG9008,1,348,1,2
454,9238392,X0505SG,1,514,1,3.5
455,9236080,X3529WWB,1,334,1,4.5
456,9238600,X-2294,0,324,0,1.7
457,9237039,X-3005,1,344,1,1.9
458,9239037,C032,0,284,1,2
459,9238110,HMTS-S9021,1,269,1,2.7
460,9236918,HM-GG9008,0,289,1,2
461,9236862,X3529WWB,0,289,1,4.5
462,9236210,nan,0,339,1,4.7
463,9236003,X01170219S,1,335,0,4
464,9237854,X-9001,0,345,1,1.9
465,9237418,HMTS-S9021,0,299,1,2.7
466,9236671,XDD-7062,0,339,1,4.5
467,9238520,X-5502,1,269,1,2.9
468,9236486,C031,0,340,1,3.1
469,9239351,C017,0,273,1,2.3
470,9238199,XDD-7068,0,340,1,2.2
471,9238060,XDD-7076,0,349,1,2
472,9239737,X-2278,1,314,1,4.6
473,9239378,XDD-7069,1,348,1,2.2
474,9239775,X-6052,0,340,0,2.5
475,9237399,X-2262,1,340,0,2.2
476,9236465,X-6016,0,360,1,1.5
477,9237487,X1115MS-White,0,321,1,2.8
478,9236800,XDD-7033,1,330,1,3
479,9238095,X0525BSG,0,265,1,4.8
480,9236110,C017,1,289,1,2.3
481,9238102,X2229SM03,1,224,0,4
482,9237088,X-7003,0,331,1,3.7
483,9237863,X-3005,0,674,0,1.9
484,9239966,HM-GG9004,1,334,6,3.6
485,9237125,HM-GS9005,0,0,0,4.7
486,9236855,HMTS-S9021,0,340,1,2.7
487,9238922,X-3001,0,328,1,4.3
488,9237771,XDD-7012,0,348,0,2.9
489,9239654,XDD-1007,1,340,1,2.3
490,9237697,HM-SB9003,0,348,1,1.7
491,9238042,XDD-7054,0,0,0,2
492,9236753,X-2273,1,340,2,1.7
493,9239389,X1158SL01,1,514,1,4.2
494,9237686,XDD-7069,0,328,2,2.2
495,9237236,C018,0,0,0,4.4
496,9237715,X1186MS-Black,0,325,0,4.3
497,9239436,X-2282,0,323,0,1.8
498,9236463,XDD-7057,1,289,1,4.4
499,9238504,HMTS-B9024,1,224,0,2.8
500,9237493,X-1201,0,273,1,4.4
501,9238798,X-6012,0,321,1,2.3
502,9236185,XDD-7065,0,674,0,4.5
503,9238871,X1198,0,0,0,3.6
504,9239536,C024,0,0,0,2.4
505,9237197,X-2288,0,0,0,2.3
506,9236865,OX2003SM01,0,323,0,2.9
507,9236164,X2254,1,849,1,2.2
508,9237892,C014,0,325,2,3
509,9239499,X1190,0,308,0,2.7
510,9237648,XDD-7014,1,338,1,2.9
511,9238479,X-1121,0,330,0,3.9
512,9237251,XDD-7019,1,288,1,4.2
513,9236800,C013,0,328,1,2.5
514,9236283,XB-2262,0,338,0,3.8
515,9238841,X-2293,0,334,1,3.5
516,9239772,X-6016,0,328,1,1.5
517,9239700,C037,0,269,0,2.6
518,9238025,XXM2,0,338,1,2.4
519,9236714,C013,1,0,0,2.5
520,9237543,XDD-7097,0,330,0,2
521,9236860,C014,0,269,0,3
522,9237989,XDD-7005,0,274,1,2
523,9237514,nan,0,321,1,4.7
524,9239002,X-6019,0,340,0,1.7
525,9237181,C027,0,338,1,4.1
526,9238213,C007,0,314,1,4.1
527,9239240,X1190,0,317,1,2.7
528,9239696,X1190,0,330,1,2.7
529,9238029,XDD-1005,0,274,1,2.5
530,9236798,C033,0,321,1,4.1
531,9236122,X-2285,0,317,1,3.6
532,9236690,XDD-7002,0,330,1,4.2
533,9239726,X-6013,0,308,0,2.6
534,9238642,X3502WBS,1,334,0,3.4
535,9239177,X-3008,1,355,0,1.6
536,9239843,X-2267,0,304,0,2.1
537,9239900,XDD-7039,1,538,0,2.1
538,9236131,X-6010,0,340,0,2.7
539,9237735,XDD-7004,0,568,0,4.1
540,9239831,XDD-7034,0,568,0,4.7
541,9236875,XDD-7034,1,610,1,4.7
542,9237093,C027,1,269,0,4.1
543,9237370,C027,0,334,1,4.1
544,9238780,X3503WWS,0,265,1,4.3
545,9239616,X-1165SL01,0,334,1,1.7
546,9236962,X-2294,0,279,0,1.7
547,9237389,C017,0,338,1,2.3
548,9239885,X-2283,0,334,1,1.7
549,9236755,XDD-7004,0,290,0,4.1
550,9237501,X-1116SL01,0,334,0,2.7
551,9238812,X-6016,0,270,0,1.5
552,9236355,X-3004,1,284,1,4.4
553,9239630,X2241SL02,1,324,0,4.8
554,9239685,XDD-7013,0,354,1,2.4
555,9236428,X-2283,0,305,1,1.7
556,9236598,X2114SM01,1,334,0,2.2
557,9237400,HMTG-G9004,0,354,0,4.7
558,9236412,X1190,1,0,0,2.7
559,9239956,X-6004,0,334,1,4.6
560,9236469,XDD-7038,0,334,0,1.9
561,9237569,C023,0,334,0,2.6
562,9236258,X1115MS-White,0,284,1,2.8
563,9236778,X2212SM01,0,269,1,3.6
564,9239272,HM-GG9012,0,324,1,3.1
565,9239139,X1173MS-Black,0,265,1,1.7
566,9238308,X1195,1,305,1,3.4
567,9238643,C019,1,334,0,3.7
568,9238424,X-2280,0,334,1,3
569,9236568,X-6023,0,295,0,4.3
570,9238912,HM-GG9007,0,305,0,4.6
571,9239982,C044,0,290,7,2.4
572,9236120,X-6003,0,349,9,4.6
573,9236966,X3532WWB,0,328,0,1.7
574,9237763,X-2263,1,334,1,2.4
575,9237083,X1115SM02,0,269,0,3.5
576,9237716,HMTS-S9021,1,610,1,2.7
577,9236806,X-2278,0,284,1,4.6
578,9239798,C020,1,317,1,4.3
579,9236183,XDD-7043,0,334,0,1.8
580,9237789,XDD-7080,0,271,0,4
581,9237218,XDD-7051,0,338,1,3.7
582,9239967,X2228SM06,0,334,0,3.7
583,9238105,XDD-7065,0,334,1,4.5
584,9236128,C023,0,0,0,2.6
585,9236005,X-3004,0,334,0,4.4
586,9239682,X-6002,0,328,0,2.8
587,9236430,X-6002,0,315,1,2.8
588,9236617,OX2003SM01,0,315,0,2.9
589,9239385,OX2003SM01,0,338,1,2.9
590,9237176,X1192,1,338,1,1.9
591,9238574,X1176MS-Black,1,307,0,2.6
592,9236539,X-6009,0,284,0,4.7
593,9238386,X-B6007,0,334,1,3.1
594,9237480,X3512WW,1,328,1,2.2
595,9236244,HMTG-G9011,0,324,1,2.5
596,9237062,X3512WW,0,338,1,2.2
597,9237934,X1182MS-Black,0,334,0,3.6
598,9239627,X-2263,0,317,1,2.4
599,9238232,XDD-1014,1,334,1,4.6
600,9238718,X-2281,0,276,0,1.7
601,9238879,X-5502,0,271,0,2.9
602,9238574,C034,0,0,0,2.3
603,9237969,X-3005,1,538,0,1.9
604,9239233,X-3008,0,269,0,1.6
605,9236634,X-3009,0,317,1,1.7
606,9236465,X2253,0,324,0,4.3
607,9238785,X-2291,1,317,1,1.9
608,9239078,XDD-7080,1,307,0,4
609,9239302,XDD-7056,1,269,0,3.3
610,9236312,C023,0,270,0,2.6
611,9236419,X01170219S,0,334,0,4
612,9238165,X-7003,0,269,1,3.7
613,9238991,XDD-1012,1,317,1,2.4
614,9239199,XDD-7071,0,325,1,2.2
615,9239369,X-1254,0,321,1,4.5
616,9239428,XDD-1012,0,273,1,2.4
617,9239317,XDD-7013,1,265,1,2.4
618,9238335,XDD-7071,1,307,1,2.2
619,9236875,XDD-1014,0,273,0,4.6
620,9239087,XDD-7059,0,299,1,1.9
621,9236606,X-2278,0,284,1,4.6
622,9237921,C020,0,340,2,4.3
623,9236563,X0139_C,1,334,1,2.3
624,9239692,X0505SG,0,321,1,3.5
625,9237392,XDD-7039,0,273,1,2.1
626,9237444,XDD-8019,0,340,2,4.1
627,9237344,X-3006,0,315,1,2.8
628,9239719,X-6013,0,340,2,2.6
629,9239285,X-6004,0,324,0,4.6
630,9239738,X1143NL01,0,338,1,3.4
631,9239833,X3527WWB,1,314,1,3.4
632,9237085,XDD-7076,0,334,1,2
633,9238709,X-2267,0,334,0,2.1
634,9238281,X0504SG,0,334,1,2.3
635,9237451,X-6002,1,334,1,2.8
636,9236846,XDD-7056,0,315,1,3.3
637,9236054,XDD-1003,0,334,0,3.8
638,9237769,X6007,0,338,1,1.9
639,9238818,XDD-7065,1,317,1,4.5
